Path,Verified,Date,Publisher,Company,Description,Product,Product Version,File Version,Machine Type,MD5,SHA1,PESHA1,PESHA256,SHA256,IMP
"d:\Program Files\Common Files\System\ado\msadrh15.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - ActiveX Data Objects Rowset Helper","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","378DF6AB6BFF51DB741F2C11B5292F9B","7A1C24F7C86F720FC8226516DF1A6C9BAB7F8BE0","5C319481A9CB1F2B1AF617FABEA4CA6EFFD32FAF","DD0CDE8B6518E0F0121B3B74420FAC9856241B13771A72B6062885A356DF25EB","D07960EA92B19F29192C2C5EFC9ED959286A3DA47878BE2F9EF096E88BC7C698","AA3863292ABA9AE371B23DBA7E5ECBFE"
"d:\Program Files\Common Files\System\msadc\msadce.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Cursor Engine","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","7284B190BADA15D2BE8C54D34395D616","0D0A5C3F37600352A2DA1EE5BEF56F1245A79B64","DA2980AADFD0F44685BAF61E84FB0D7B3E4D7FDF","1F334D96037BAFA01DAAA56E90CBA2EC34ED61C53D88352380D21B9F7B38A2B0","7066A2C68E5E0471B547A631D68B602D3CD0068A6E1E925CD24FF2B4AF73A684","C92895536D034C6469B6CADEFEDC5613"
"d:\Program Files\Common Files\System\msadc\msadcer.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Cursor Engine Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","19D3B2BE2F5301D427AF6B43F2AF3AD2","6BE7CCAE606616525C7E4DF9A771F75297DBDA44","33D22FBDB31B26FDDF47C46A724CF671CB7D456C","3170F7D9EA2A3D9C56E9F09BF66ECEED2819C436104B19186A75E2ABD09E2E4E","8F6BF35B363A8F7FF63D2B9CD2D5DE7EEB2A2E7103BB4B8F8F173C5EC2A3253D","n/a"
"d:\Program Files\Common Files\System\msadc\msadcf.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Remote Data Services Data Factory","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","9416234E8E1C7EAB1FD8632762AF9269","CB4D7E754D8BAFE66BAD12C6D59D28F1E71AC4BC","DC1996BE596CA26E41042080D1FAC1CAE47AA6BB","F5391828ADDEBE4089D12019840ED11F7F483141BD06A1733662DA6CBE76E874","CCC6A3E4ACBFF896074654130BA3CCB0267112BBE6B34FEAF82B93DEB4BD5C38","CAF58A28A4FC5EF11938EBBF94C420E7"
"d:\Program Files\Common Files\System\msadc\msadcfr.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Remote Data Services Data Factory Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","1C2AF6B8EE15E651C47CE21F4A9474F3","457D395DF89EFCEA203A33EC6593AC0B970C2A16","511FAADCE2E844C558265623BD68DF54BE0714F4","6D1BF2B39398C424DCC40201449F5726AA6D5867A8A0ACF40CC91165994E7325","B067A9BD7EEB2DAE485505FD0D2E787E952E04066834F8144FA46241CBAC31E2","n/a"
"d:\Program Files\Common Files\System\msadc\msadco.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Remote Data Services Data Control","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","1DF8406A9756A3FF0CDCA43D687044A3","23CF1771A5D01A9B20CDFA89A5B5DA61864E85A1","CB3E5F361707293DABE5BCCBC1A3919621592629","5850EF2C546A25667D9FADE9603AD4A8F4972F3E8BADC26B92602265B6323201","3089AC5E13A4CF3EEC28A5FBE1412B3A4AC129DB207D7538A40D2AF96080234E","883799B56C922A8B5C83092AB8795C22"
"d:\Program Files\Common Files\System\msadc\msadcor.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Remote Data Services Data Control Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","90BCF620B45720480BADDEA5CF069B74","2FE0524F98BE78A07315120124F2769264BD91BD","BE16AED7B750D87F17F89EDCB5C277B46376D1F8","6EFBDD90DAEB9494A40AD007FC3ECF43F5BE09EED32C9009199BB9F7AA51C64D","72B5EE36066F6BD7AB4A10DEE6153A10C211C9710D1B343D26C3BDE1616525A3","n/a"
"d:\Program Files\Common Files\System\msadc\msadcs.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Remote Data Services ISAPI Library","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","7785EBD8D661F4B1B2C825060BB4FF2E","87E499E1D8D9A77C9BD8E7BD8317557ACA3A9DE6","05DDC990B094D36B22466002CDC3D34E3DC7CD9F","728BD7634D297AC9118691637DA1C82517237A7D7F62A2673DCB2FE64954EBB5","DA46EE58CF48BDB0C59C81DE115C143662DA11D39071A29589E4230C2B33E0BF","79EDC496C737D9FBE559869B9217AE02"
"d:\Program Files\Common Files\System\msadc\msadds.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Data Shape Provider","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","21A898614AF3C6DDA3A9553E7A787230","944A881AC73011F8D6408040349B18417EEC62C4","0364D58D23191F2DAFA492FF2BCF8E5709A83E28","6C7DB9329AD9998296B3DCA53F8CACD90692E909211429114798DF93F0C01D68","61062D5257487B535376AB05B0900D19FB8C4F40DD3A40FBD1B2656870D5AFEF","F2679E7043F2FD31A429E8310A2E956A"
"d:\Program Files\Common Files\System\msadc\msaddsr.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access -  OLE DB Data Shape Provider Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","FED7342ED6FE509BD352BC51621B579D","D702F59F41242FA4544327820502B1D1C45EAF96","88A3D1389592FF6EAC44FAB4718CB5446D2882D4","CF717E8E9DB41628627A266A0A5B82B2C50E94461101034BFB6B12742628731B","C3B770A5F847EC115C2E366A6CDED057444966A2096BFDA9A01F4EB93DC84219","n/a"
"d:\Program Files\Common Files\System\msadc\msdaprsr.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Persistence Services Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","AE1639240F414437F10C39E7A47374FD","FEB0A532F2B489C79E5DA1BBCE4611E18AB56192","7648B9E2C24AECE53E34A8A865C94A6A94094A1B","9FFBAF8159CC69114B4E70241BA994DA56C961CB675760B577E9D1A297EC2A28","008F076CE2E3709D3A9F0B5FA767FAC7255E96A294E82D9688B467B9364EE0CD","n/a"
"d:\Program Files\Common Files\System\msadc\msdaprst.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Persistence Services","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","34588C01992464973639CDC5F3A16616","0E76B4CC4DD3B67E4CBF2F6C011697978FD1729E","02E0A8D81EC1C956B5C53CFDAB909BF53BB7DCCE","EFD5B6673322B936B85D97E36E2EFB311DFD1808A02B9188DD61A6399CD0E5D8","7281F39D49E86FD17F8D82DDF51D5B3EBE428D16C2A0F5C5BC80A3B63C14CD5F","FB0C3C7732638A9D7261D13B075B5A06"
"d:\Program Files\Common Files\System\msadc\msdarem.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Remote Provider","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","36D01823821DE1711A30F0AD2D9F5380","BBBDD1E5E4B452384862BD33676D45E94B7C5374","9A4415039386CD8AEF98D592E57FE4F575944725","A7463E5A63F393B4F303B5D186E700D435EA676A3978E31CC5D60B35A00EABEE","07450B3C5D6D0724499B25BB1CF532F88EA23D4B9D20DD5AE80A3C6A1889694C","175667AF1FF549831072120B66EDB97D"
"d:\Program Files\Common Files\System\msadc\msdaremr.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Remote Provider Resources","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","D7DB77A5DD957A47D264E0C4F488F85C","0286DA650E456C3D3582B995007524EF26CC3C26","CF4C01BAF03002E0BE4F4E759338B6760F09A965","07017FECE7F49FCA8F7657092CF240C41CFFF1B49A22803BF27CB8D91B4EEFEA","158BC8DF88AD7C378F5407A71AC1D2C6E4B984250F542BE697E97F54CF9E0919","n/a"
"d:\Program Files\Common Files\System\msadc\msdfmap.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - Data Factory Handler","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","A17285EBD867C4936AAD4D0026B7B5D3","CC6A7177E4F23361D5BC44F4D38C802C4E80E723","45C80291F6BFB765CAC79FE0FA31C2BCBDECF037","C1D06D0652EF1A790E15D43E11522F6CA773F53247D7B9009058624223BAFD3D","C2356D19194CA4E7F3E87D6695B9E07E66A26F594F41F89D44664EFA805CB780","4EDEE0A26A77F25F85510B673B118B58"
"d:\Program Files\Common Files\System\Ole DB\msdaosp.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Simple Provider","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","34071AA28A2D783D754DDA5AC63F05A5","E39111AAE1B4271045E8DF4B9A21E4F5DA4A6701","DA89370293F8F160D2A2887FDC96FFE6B5F1F1F6","27FB8E94FA5DBA0B68DE4DB164D34BF3622AE0E1954FFF29AA246EE0EF8DD718","1A227F11964DF058FFA1FD43A8BDD2599F4646778DB60F0DF81736323AFE3170","38D6F666CFA61AD9D6A4FB0C8A30DF62"
"d:\Program Files\Common Files\System\Ole DB\msdaps.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Interface Proxies/Stubs","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","38D05ECE713A69711F3120678DE79D76","B885CBDB13E8539ACDE8177284017726CD557030","583327234594AE51CDA96E1FACB984F0F36BE24A","BCAF3AB754F92B3FA0AFB606C90098DCD5FF26E30E1F2425DE66C6F295CE9ADC","33ECCA179B26A89BC05466BD58C369284C9031757D02A98C567A96077DE7489F","189EBBFE77FBD8196163D770A04CE105"
"d:\Program Files\Common Files\System\Ole DB\msdatl3.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Implementation Support Routines","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","0BA858A42A9F436CAAB191E2C98649EA","8BB82359461087644DF0DDC29C7823B3ACB1F337","52172936D5975694359B030C3BABE17E0276E56D","A1449B8AE9F3AAF5CDFF94EB7EC96FFD3CC8F62591A979C581839406FBF83528","B25465118E4DF8A282002213D343A83E4AF7F87CCA7D70FDA8EDE89588DF2A1B","9BCA3410D2F80B29D8DD7545C98AA1E7"
"d:\Program Files\Common Files\System\Ole DB\msxactps.dll","Unsigned","06:56 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Transaction Proxies/Stubs","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","D66822218A540A019C17DCB4FBB2F03D","13F55D3D49245338EBC62FEE706693A4C4DCE200","AE85443796C94B24853BE6DBE20E755524F006F4","C9FAF8140B81CB45B390EA281AD3B3D7A664D073CB0A52CD44CD72B017692C1F","3515186FCD3DB75831262E772FC10850CD2039DA063F3611F5AC02D3F0E29058","D3F1A66232BDF8E07BC94BCEF581434A"
"d:\Program Files\Common Files\System\Ole DB\oledb32.dll","Unsigned","06:55 25/03/2005","n/a","Microsoft Corporation","Microsoft Data Access - OLE DB Core Services","Microsoft Data Access Components","2.82.1830.0","2.82.1830.0 (srv03_sp1_rtm.050324-1447)","64-bit","799E98CA2450A807912A43B671DA44DE","CA76473ABB5C3E669147DC3DAA7DF92CC375A52E","D85DDA505F5D1B7EA79398AE57861D077BB3FF8D","AC7B5E439B392ACDC7A1160AB0CB410167A764A726A3F6D08EBE1F9FEC1F41DF","60CABC4253F13DE8A54658583A006892FFC9C51FC3B37B65C1A62713DFC0FCBA","6F3F3913E1E2DCEAF75CE2D9E48373D9"
